SRR517727	../RNAseq_Output/Temp/SRR5177527_tmp3.bam	dpf3
SRR517728	../RNAseq_Output/Temp/SRR5177528_tmp3.bam	dpf3
SRR517725	../RNAseq_Output/Temp/SRR5177525_tmp3.bam	dpf4
SRR517726	../RNAseq_Output/Temp/SRR5177526_tmp3.bam	dpf4
SRR517723	../RNAseq_Output/Temp/SRR5177523_tmp3.bam	dpf5
SRR517724	../RNAseq_Output/Temp/SRR5177524_tmp3.bam	dpf5
SRR517721	../RNAseq_Output/Temp/SRR5177521_tmp3.bam	dpf6
SRR517722	../RNAseq_Output/Temp/SRR5177522_tmp3.bam	dpf6
